facility_code,reporting_month,item_category,opening_stock,received_quantity,outgoing_quantity,documented_internal_use,documented_waste,closing_stock,unit,inventory_status,year,month
FCL-1010,2025-06-01,monitoring_equipment,22.35,2.3,0.0,0.01,0.44,24.05,kit,provisional,2025,6
FCL-1010,2018-02-01,protective_equipment,29.47,11.71,0.0,5.03,0.31,38.8,case,closed,2018,2
FCL-1010,2018-03-01,protective_equipment,38.8,0.0,6.68,1.34,1.06,31.4,case,closed,2018,3
FCL-1010,2018-05-01,protective_equipment,31.4,0.0,1.24,1.09,0.69,29.11,case,closed,2018,5
FCL-1010,2019-01-01,protective_equipment,29.11,6.16,8.48,1.12,0.11,26.49,case,closed,2019,1
FCL-1010,2019-08-01,protective_equipment,26.49,4.0,0.0,0.05,1.23,30.04,case,closed,2019,8
FCL-1010,2019-09-01,protective_equipment,30.04,0.0,0.0,4.04,0.45,22.62,case,closed,2019,9
FCL-1010,2019-11-01,protective_equipment,22.62,2.74,0.0,1.22,0.53,24.05,case,closed,2019,11
FCL-1010,2020-04-01,protective_equipment,24.05,1.86,0.0,1.46,0.8,22.63,case,closed,2020,4
FCL-1010,2020-06-01,protective_equipment,22.63,0.0,2.97,0.02,0.2,20.99,case,provisional,2020,6
FCL-1010,2021-03-01,protective_equipment,20.99,0.0,8.9,1.55,0.4,11.3,case,closed,2021,3
FCL-1010,2021-05-01,protective_equipment,11.3,3.57,8.6,0.12,0.43,7.57,case,closed,2021,5
FCL-1010,2022-02-01,protective_equipment,7.57,6.17,58.0,0.0,0.11,0.0,case,closed,2022,2
FCL-1010,2022-10-01,protective_equipment,0.0,7.61,3.79,0.56,0.43,3.61,case,closed,2022,10
FCL-1010,2023-09-01,protective_equipment,3.61,0.0,8.6,0.0,0.29,0.0,case,closed,2023,9
FCL-1010,2023-11-01,protective_equipment,0.0,0.0,0.0,0.0,0.47,0.36,case,closed,2023,11
FCL-1010,2024-03-01,protective_equipment,0.36,0.0,0.0,0.0,0.0,1.24,case,closed,2024,3
FCL-1010,2024-05-01,protective_equipment,1.24,0.0,0.0,0.16,0.42,1.35,case,closed,2024,5
FCL-1010,2024-08-01,protective_equipment,1.35,0.0,0.28,0.51,0.05,0.98,case,closed,2024,8
FCL-1010,2025-04-01,protective_equipment,0.98,0.0,0.0,0.55,0.41,0.0,case,closed,2025,4
FCL-1010,2025-06-01,protective_equipment,0.0,0.0,7.62,0.0,0.15,0.0,case,closed,2025,6
FCL-1019,2018-02-01,agricultural_product,17.55,0.0,2.29,1.29,0.66,8.18,pallet,provisional,2018,2
FCL-1019,2018-03-01,agricultural_product,8.18,11.58,0.0,0.23,0.27,18.31,pallet,closed,2018,3
FCL-1019,2018-05-01,agricultural_product,18.31,10.66,0.0,1.48,0.16,27.83,pallet,closed,2018,5
FCL-1019,2019-01-01,agricultural_product,27.83,0.0,0.7,0.81,0.88,29.0,pallet,closed,2019,1
FCL-1019,2019-08-01,agricultural_product,29.0,3.97,7.91,4.72,0.82,17.7,pallet,closed,2019,8
FCL-1019,2019-09-01,agricultural_product,17.7,0.0,4.47,1.64,0.44,10.84,pallet,closed,2019,9
FCL-1019,2019-11-01,agricultural_product,10.84,8.12,0.0,0.49,0.15,15.65,pallet,closed,2019,11
FCL-1019,2020-04-01,agricultural_product,15.65,1.11,0.0,0.78,0.22,15.87,pallet,closed,2020,4
FCL-1019,2020-06-01,agricultural_product,15.87,6.49,0.0,1.37,0.16,20.21,pallet,closed,2020,6
FCL-1019,2021-03-01,agricultural_product,20.21,0.0,0.51,2.57,0.88,15.18,pallet,closed,2021,3
FCL-1019,2021-05-01,agricultural_product,15.18,0.0,17.0,0.0,0.76,0.0,pallet,closed,2021,5
FCL-1019,2022-02-01,agricultural_product,0.0,34.0,3.16,0.59,0.31,30.68,pallet,closed,2022,2
FCL-1019,2022-10-01,agricultural_product,30.68,6.1,30.0,3.85,1.52,0.71,pallet,closed,2022,10
FCL-1019,2023-09-01,agricultural_product,0.71,0.0,8.22,0.0,0.24,0.0,pallet,closed,2023,9
FCL-1019,2023-11-01,agricultural_product,0.0,11.25,0.0,0.49,0.31,9.72,pallet,closed,2023,11
FCL-1019,2024-03-01,agricultural_product,9.72,1.59,0.0,0.49,0.21,9.67,pallet,closed,2024,3
FCL-1019,2024-05-01,agricultural_product,9.67,0.0,6.27,1.55,0.04,2.28,pallet,closed,2024,5
FCL-1019,2024-08-01,agricultural_product,2.28,0.0,0.0,0.3,0.19,4.59,pallet,closed,2024,8
FCL-1019,2025-04-01,agricultural_product,4.59,4.08,0.0,0.43,0.18,8.12,pallet,closed,2025,4
FCL-1019,2025-06-01,agricultural_product,8.12,0.0,0.0,0.94,0.22,9.05,pallet,closed,2025,6
FCL-1019,2018-02-01,biological_sample,62.97,11.65,0.0,1.9,2.92,67.81,sealed_lot,closed,2018,2
FCL-1019,2018-03-01,biological_sample,67.81,0.0,0.0,10.4,2.35,57.3,sealed_lot,closed,2018,3
FCL-1019,2018-05-01,biological_sample,57.3,3.0,3.0,9.21,0.14,30.32,sealed_lot,closed,2018,5
FCL-1019,2019-01-01,biological_sample,30.32,0.0,7.2,1.07,1.36,23.17,sealed_lot,closed,2019,1
FCL-1019,2019-08-01,biological_sample,23.17,6.55,2.08,2.21,0.64,25.15,sealed_lot,closed,2019,8
FCL-1019,2019-09-01,biological_sample,25.15,11.05,2.94,2.55,1.11,28.43,sealed_lot,closed,2019,9
FCL-1019,2019-11-01,biological_sample,28.43,7.0,7.0,2.77,0.48,3.38,sealed_lot,closed,2019,11
FCL-1019,2020-04-01,biological_sample,3.38,7.0,6.28,0.49,0.39,9.52,sealed_lot,closed,2020,4
FCL-1019,2020-06-01,biological_sample,9.52,5.0,5.0,0.56,0.13,0.0,sealed_lot,revised,2020,6
FCL-1019,2021-03-01,biological_sample,0.0,4.57,0.0,0.98,0.37,5.53,sealed_lot,closed,2021,3
FCL-1019,2021-05-01,biological_sample,5.53,2.0,2.0,0.62,0.42,0.0,sealed_lot,provisional,2021,5
FCL-1019,2022-02-01,biological_sample,0.0,7.21,8.95,0.0,0.29,0.0,sealed_lot,closed,2022,2
FCL-1019,2022-10-01,biological_sample,0.0,7.68,0.0,0.05,0.1,11.11,sealed_lot,closed,2022,10
FCL-1019,2023-09-01,biological_sample,11.11,0.0,6.0,0.34,0.45,6.57,sealed_lot,closed,2023,9
FCL-1019,2023-11-01,biological_sample,6.57,8.0,8.0,0.59,0.26,0.0,sealed_lot,closed,2023,11
FCL-1019,2024-03-01,biological_sample,0.0,0.0,0.0,0.0,0.2,0.0,sealed_lot,closed,2024,3
FCL-1019,2024-05-01,biological_sample,0.0,3.0,3.0,0.0,0.31,0.0,sealed_lot,revised,2024,5
FCL-1019,2024-08-01,biological_sample,0.0,0.0,0.0,0.0,0.38,1.34,sealed_lot,closed,2024,8
FCL-1019,2025-04-01,biological_sample,1.34,5.01,0.0,0.99,0.39,2.72,sealed_lot,provisional,2025,4
FCL-1019,2025-06-01,biological_sample,2.72,8.0,8.0,0.0,0.22,0.0,sealed_lot,closed,2025,6
FCL-1019,2018-02-01,medical_consumables,51.42,0.0,8.21,9.11,1.95,33.69,case,closed,2018,2
FCL-1019,2018-03-01,medical_consumables,33.69,1.48,0.0,1.19,0.83,35.55,case,closed,2018,3
FCL-1019,2018-05-01,medical_consumables,35.55,0.0,0.0,4.84,0.22,30.82,case,closed,2018,5
FCL-1019,2019-01-01,medical_consumables,30.82,4.19,4.63,3.45,1.37,27.24,case,closed,2019,1
FCL-1019,2019-08-01,medical_consumables,27.24,0.0,0.0,3.47,0.12,23.28,case,closed,2019,8
FCL-1019,2019-09-01,medical_consumables,23.28,64.0,0.0,0.78,0.89,88.27,case,closed,2019,9
FCL-1019,2019-11-01,medical_consumables,88.27,9.46,0.0,13.34,1.19,82.12,case,closed,2019,11
FCL-1019,2020-04-01,medical_consumables,82.12,0.0,6.39,6.87,3.72,63.7,case,closed,2020,4
FCL-1019,2020-06-01,medical_consumables,63.7,10.6,8.54,4.16,0.65,62.76,case,closed,2020,6
FCL-1019,2021-03-01,medical_consumables,62.76,0.0,0.0,8.38,2.6,53.47,case,closed,2021,3
FCL-1019,2021-05-01,medical_consumables,53.47,61.0,0.0,4.94,1.47,107.92,case,closed,2021,5
FCL-1019,2022-02-01,medical_consumables,107.92,4.81,0.0,11.15,0.01,99.6,case,closed,2022,2
FCL-1019,2022-10-01,medical_consumables,99.6,5.85,0.0,2.74,0.73,101.71,case,provisional,2022,10
FCL-1019,2023-09-01,medical_consumables,101.71,3.0,3.8,2.37,3.6,91.58,case,provisional,2023,9
FCL-1019,2023-11-01,medical_consumables,91.58,10.5,2.39,7.13,0.44,92.3,case,closed,2023,11
FCL-1019,2024-03-01,medical_consumables,92.3,0.0,0.0,5.25,1.41,87.9,case,closed,2024,3
FCL-1019,2024-05-01,medical_consumables,87.9,0.0,0.0,1.24,2.43,85.19,case,closed,2024,5
FCL-1019,2024-08-01,medical_consumables,85.19,6.26,0.0,0.13,3.48,90.92,case,closed,2024,8
FCL-1019,2025-04-01,medical_consumables,90.92,0.0,0.0,1.86,3.53,84.15,case,provisional,2025,4
FCL-1019,2025-06-01,medical_consumables,84.15,0.0,0.0,1.04,3.48,79.24,case,closed,2025,6
FCL-1019,2018-02-01,monitoring_equipment,35.87,5.09,0.0,4.95,0.26,36.21,kit,closed,2018,2
FCL-1019,2018-03-01,monitoring_equipment,36.21,11.26,2.21,0.49,1.55,42.11,kit,closed,2018,3
FCL-1019,2018-05-01,monitoring_equipment,42.11,14.0,0.0,7.48,1.99,46.56,kit,closed,2018,5
FCL-1019,2019-01-01,monitoring_equipment,46.56,7.17,0.0,4.26,1.47,48.08,kit,closed,2019,1
FCL-1019,2019-08-01,monitoring_equipment,48.08,3.16,0.0,3.36,2.11,46.22,kit,closed,2019,8
FCL-1019,2019-09-01,monitoring_equipment,46.22,1.0,0.0,5.81,1.13,42.35,kit,provisional,2019,9
FCL-1019,2019-11-01,monitoring_equipment,42.35,26.0,1.12,2.1,1.45,61.74,kit,closed,2019,11
FCL-1019,2020-04-01,monitoring_equipment,61.74,21.0,0.0,2.75,0.47,78.56,kit,closed,2020,4
FCL-1019,2020-06-01,monitoring_equipment,78.56,4.14,2.66,5.1,0.96,75.63,kit,closed,2020,6
FCL-1019,2021-03-01,monitoring_equipment,75.63,0.0,0.0,3.7,0.88,72.99,kit,closed,2021,3
FCL-1019,2021-05-01,monitoring_equipment,72.99,9.62,0.0,4.35,3.34,75.12,kit,provisional,2021,5
FCL-1019,2022-02-01,monitoring_equipment,75.12,21.0,20.0,6.38,3.07,67.69,kit,closed,2022,2
FCL-1019,2022-10-01,monitoring_equipment,67.69,29.0,0.0,1.8,2.44,92.79,kit,closed,2022,10
FCL-1019,2023-09-01,monitoring_equipment,92.79,20.0,0.0,10.04,2.82,107.4,kit,closed,2023,9
FCL-1019,2023-11-01,monitoring_equipment,107.4,0.0,0.0,3.5,3.15,101.34,kit,closed,2023,11
FCL-1019,2024-03-01,monitoring_equipment,101.34,6.51,4.88,0.01,4.81,99.39,kit,closed,2024,3
FCL-1019,2024-05-01,monitoring_equipment,99.39,9.25,0.0,13.23,4.88,73.84,kit,revised,2024,5
FCL-1019,2024-08-01,monitoring_equipment,73.84,0.0,1.14,10.27,1.08,62.86,kit,closed,2024,8
FCL-1019,2025-04-01,monitoring_equipment,62.86,11.93,1.11,9.07,0.01,64.44,kit,closed,2025,4
FCL-1019,2025-06-01,monitoring_equipment,64.44,0.0,0.18,9.48,0.97,52.1,kit,closed,2025,6
FCL-1019,2018-02-01,protective_equipment,59.27,9.58,0.0,1.0,1.53,64.96,case,provisional,2018,2
FCL-1019,2018-03-01,protective_equipment,64.96,2.54,0.0,2.03,0.26,64.43,case,closed,2018,3
FCL-1019,2018-05-01,protective_equipment,64.43,4.09,0.0,8.99,1.04,60.16,case,provisional,2018,5
FCL-1019,2019-01-01,protective_equipment,60.16,9.72,4.03,0.06,2.75,63.96,case,closed,2019,1
FCL-1019,2019-08-01,protective_equipment,63.96,7.31,5.16,0.08,1.62,65.85,case,closed,2019,8
FCL-1019,2019-09-01,protective_equipment,65.85,0.0,6.56,2.17,1.99,58.19,case,closed,2019,9
FCL-1019,2019-11-01,protective_equipment,58.19,10.18,6.7,8.78,1.07,53.34,case,closed,2019,11
FCL-1019,2020-04-01,protective_equipment,53.34,34.0,8.86,4.26,2.64,74.59,case,closed,2020,4
FCL-1019,2020-06-01,protective_equipment,74.59,8.9,0.0,7.45,3.61,72.5,case,provisional,2020,6
FCL-1019,2021-03-01,protective_equipment,72.5,0.0,5.04,9.91,1.81,57.1,case,closed,2021,3
FCL-1019,2021-05-01,protective_equipment,57.1,11.93,0.0,1.03,2.1,64.71,case,closed,2021,5
FCL-1019,2022-02-01,protective_equipment,64.71,9.39,3.0,1.96,2.25,68.08,case,closed,2022,2
FCL-1019,2022-10-01,protective_equipment,68.08,0.0,0.0,1.4,1.01,64.37,case,closed,2022,10
FCL-1019,2023-09-01,protective_equipment,64.37,5.24,8.81,8.62,2.61,48.96,case,closed,2023,9
FCL-1019,2023-11-01,protective_equipment,48.96,0.0,5.28,8.01,2.08,31.96,case,provisional,2023,11
FCL-1019,2024-03-01,protective_equipment,31.96,10.99,0.0,0.93,0.53,31.74,case,revised,2024,3
FCL-1019,2024-05-01,protective_equipment,31.74,9.24,0.0,3.65,0.67,36.14,case,closed,2024,5
FCL-1019,2024-08-01,protective_equipment,36.14,0.0,0.0,3.86,0.01,31.37,case,closed,2024,8
FCL-1019,2025-04-01,protective_equipment,31.37,0.0,7.04,5.59,0.67,19.21,case,closed,2025,4
FCL-1019,2025-06-01,protective_equipment,19.21,53.3,3.7,2.04,0.61,63.3,case,closed,2025,6
FCL-1020,2018-02-01,agricultural_product,35.38,9.68,0.0,0.13,0.21,49.84,pallet,closed,2018,2
FCL-1020,2018-03-01,agricultural_product,49.84,3.69,0.0,2.88,1.32,50.2,pallet,closed,2018,3
FCL-1020,2018-05-01,agricultural_product,50.2,7.3,6.0,1.21,0.01,48.45,pallet,provisional,2018,5
FCL-1020,2019-01-01,agricultural_product,48.45,5.47,3.02,3.31,1.94,43.82,pallet,provisional,2019,1
FCL-1020,2019-08-01,agricultural_product,43.82,10.93,0.0,3.98,0.94,51.14,pallet,closed,2019,8
FCL-1020,2019-09-01,agricultural_product,51.14,1.06,0.0,6.98,0.01,45.75,pallet,closed,2019,9
FCL-1020,2019-11-01,agricultural_product,45.75,11.19,5.93,7.9,1.06,42.71,pallet,closed,2019,11
FCL-1020,2020-04-01,agricultural_product,42.71,0.0,2.98,1.97,0.22,37.82,pallet,closed,2020,4
FCL-1020,2020-06-01,agricultural_product,37.82,0.0,2.36,2.53,1.51,31.37,pallet,closed,2020,6
FCL-1020,2021-03-01,agricultural_product,31.37,0.0,3.15,5.1,0.85,23.24,pallet,closed,2021,3
FCL-1020,2021-05-01,agricultural_product,23.24,0.0,0.0,0.09,0.48,19.65,pallet,closed,2021,5
FCL-1020,2022-02-01,agricultural_product,19.65,30.0,0.3,2.55,0.54,46.99,pallet,closed,2022,2
FCL-1020,2022-10-01,agricultural_product,46.99,2.67,6.0,4.61,0.2,38.01,pallet,closed,2022,10
FCL-1020,2023-09-01,agricultural_product,38.01,0.0,71.0,0.0,1.16,0.0,pallet,closed,2023,9
FCL-1020,2023-11-01,agricultural_product,0.0,0.0,7.67,0.0,0.31,0.0,pallet,closed,2023,11
FCL-1020,2024-03-01,agricultural_product,0.0,2.92,0.0,0.82,0.45,3.11,pallet,closed,2024,3
FCL-1020,2024-05-01,agricultural_product,3.11,7.64,4.38,0.3,0.5,8.16,pallet,closed,2024,5
FCL-1020,2024-08-01,agricultural_product,8.16,0.0,7.05,0.0,0.41,0.0,pallet,closed,2024,8
FCL-1020,2025-04-01,agricultural_product,0.0,0.0,6.45,0.0,0.36,0.0,pallet,closed,2025,4
FCL-1020,2025-06-01,agricultural_product,0.0,21.0,1.7,0.35,0.06,18.82,pallet,closed,2025,6
FCL-1020,2018-02-01,biological_sample,37.8,3.0,3.0,2.82,1.02,21.66,sealed_lot,revised,2018,2
FCL-1020,2018-03-01,biological_sample,21.66,0.0,0.0,3.39,0.98,15.53,sealed_lot,closed,2018,3
FCL-1020,2018-05-01,biological_sample,15.53,0.0,2.03,1.95,0.33,9.45,sealed_lot,closed,2018,5
FCL-1020,2019-01-01,biological_sample,9.45,0.0,0.0,0.62,0.27,6.37,sealed_lot,closed,2019,1
FCL-1020,2019-08-01,biological_sample,6.37,2.0,2.0,0.95,0.45,0.0,sealed_lot,revised,2019,8
FCL-1020,2019-09-01,biological_sample,0.0,4.29,4.71,0.0,0.0,0.0,sealed_lot,closed,2019,9
FCL-1020,2019-11-01,biological_sample,0.0,7.92,0.0,0.39,0.14,9.83,sealed_lot,closed,2019,11
FCL-1020,2020-04-01,biological_sample,9.83,0.0,1.0,1.27,0.35,0.0,sealed_lot,closed,2020,4
FCL-1020,2020-06-01,biological_sample,0.0,4.31,7.21,0.0,0.49,0.0,sealed_lot,closed,2020,6
FCL-1020,2021-03-01,biological_sample,0.0,4.01,2.44,0.94,0.13,0.0,sealed_lot,closed,2021,3
FCL-1020,2021-05-01,biological_sample,0.0,10.89,0.0,0.99,0.37,8.63,sealed_lot,closed,2021,5
FCL-1020,2022-02-01,biological_sample,8.63,7.0,7.0,0.23,0.25,0.0,sealed_lot,closed,2022,2
FCL-1020,2022-10-01,biological_sample,0.0,5.1,0.0,0.7,0.18,5.15,sealed_lot,closed,2022,10
FCL-1020,2023-09-01,biological_sample,5.15,0.0,5.39,0.0,0.46,0.11,sealed_lot,provisional,2023,9
FCL-1020,2023-11-01,biological_sample,0.11,0.0,1.75,0.0,0.47,0.0,sealed_lot,closed,2023,11
FCL-1020,2024-03-01,biological_sample,0.0,8.36,0.0,0.38,0.09,11.37,sealed_lot,closed,2024,3
FCL-1020,2024-05-01,biological_sample,11.37,10.66,8.03,1.12,0.36,13.54,sealed_lot,closed,2024,5
FCL-1020,2024-08-01,biological_sample,13.54,3.0,3.0,0.76,0.42,0.0,sealed_lot,closed,2024,8
FCL-1020,2025-04-01,biological_sample,0.0,11.38,7.37,0.97,0.41,0.0,sealed_lot,revised,2025,4
FCL-1020,2025-06-01,biological_sample,0.0,3.56,0.0,0.42,0.07,4.54,sealed_lot,closed,2025,6
FCL-1020,2018-02-01,medical_consumables,33.89,0.0,0.0,0.76,1.29,35.29,case,closed,2018,2
FCL-1020,2018-03-01,medical_consumables,35.29,1.25,7.49,1.16,0.91,26.53,case,provisional,2018,3
